排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,,招生名額,最低錄取分數,分數年度,分數來源備註,資優班/特色班,課程方向,通勤資訊,住宿資訊,生活資料來源,
8,193303,臺中市立忠明高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,西區,臺中市西區博館路166號,https://cmsh.tc.edu.tw,04-23224690#712,普通科:244(不限),,244,3A2B3+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,高中部雙語實驗班；另有多元課程與升學銜接，實際編班依當年度公告。,普通型高中多元選修與班群課程，雙語實驗班強化雙語沉浸、國際視野與學科整合。,位於博館路，校方課程總體架構載明周邊有多條公車路線；可依官網交通圖及即時公車查詢。,,https://cmsh.tc.edu.tw；https://cmsh.tc.edu.tw/p/406-1065-601460%2Cr2388.php；https://cmsh.tc.edu.tw/p/412-1065-16388.php,
9,193313,臺中市立西苑高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,西屯區,臺中市西屯區漢翔路188號,https://sysh.tc.edu.tw,04-27016473#714,普通科:241(不限),,241,2A3B6+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,普通科並發展資訊科技、自主學習與體育專長；固定班別與特色招生依校方年度公告。,依校方科別與課程計畫，重點包含普通／綜高的學科加深加廣、多元選修與生涯探索，並銜接升學或就業。,可搭33、88、355至西苑高中站；33可銜接高鐵臺中站與捷運文華高中站，88可銜接太原車站。,,https://sysh.tc.edu.tw；https://citybus-free.taichung.gov.tw/driving-map?route=33；https://citybus-free.taichung.gov.tw/driving-map?route=355；https://citybus-free.taichung.gov.tw/,
10,193315,臺中市立東山高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,北屯區,臺中市北屯區景賢六路200號,https://tsjh.tc.edu.tw,04-24360166#713,普通科:199(不限),,199,2A3B6+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,發展程式設計、創客與科學教育特色；固定特色班別依當年度校方公告。,普通型高中課程結合程式設計、創客、科學探究、跨域教材與自主學習。,可搭3、88、243至東山高中(景賢六路)；243另停太原車站，3可銜接新烏日車站。,,https://tsjh.tc.edu.tw；https://tsjh.tsjh.tc.edu.tw/ischool/publish_page/231/?cid=5031；https://citybus-free.taichung.gov.tw/driving-map?route=3；https://citybus-free.taichung.gov.tw/driving-map?route=243；https://citybus-free.taichung.gov.tw/,
6,193316,臺中市立惠文高級中學,公立,中投區免試入學日間部,高中,不限,臺中市,南屯區,臺中市南屯區公益路二段298號,https://hwsh.tc.edu.tw,04-22503928#721,普通科:294(不限),,294,4A1B4+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,國際教育雙語實驗班；另有多元選修、特色活動與國際教育課程。,普通型高中多元選修、自主學習與學習歷程；雙語實驗班及國際教育課程強化跨文化溝通與全球議題。,位於公益路二段，校方提供交通動線圖；可利用市區公車至惠文高中周邊站點，班次依即時資訊。,,https://hwsh.tc.edu.tw；https://hwsh.tc.edu.tw/p/406-1066-452970%2Cr4268.php?Lang=zh-tw,
37,193404,臺中市立臺中家事商業高級中等學校,公立,中投區免試入學日間部,技高,不限,臺中市,東區,臺中市東區和平街50號,https://www.tchcvs.tc.edu.tw,04-22223307#203,商業經營科:131(不限)；國際貿易科:65(不限)；會計事務科:65(不限)；資料處理科:96(不限)；應用英語科:66(不限)；幼兒保育科:62(不限)；流行服飾科:55(不限),,540,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,流行服飾科辦理特色招生，另有商管、應英、幼保等專業類科；實際招生科班依年度簡章。,商管、外語、幼保與服飾設計專業並行；重視實習、技能檢定、專題、產學合作，流行服飾強化設計製作與染織。,臺中車站步行約5至10分鐘；也可搭285至臺中家商站，或搭多線公車至臺中車站後步行。,,https://www.tchcvs.tc.edu.tw；https://tchcvs.tc.edu.tw/var/file/87/1087/img/1693/562532240.pdf；https://citybus-free.taichung.gov.tw/driving-map?route=285；https://citybus-free.taichung.gov.tw/,
38,193407,臺中市立臺中工業高級中等學校,公立,中投區免試入學日間部,技高,不限,臺中市,南區,臺中市南區高工路191號,https://www.tcivs.tc.edu.tw,04-22613158#2200,機械科:67(不限)；汽車科:67(不限)；板金科(產特):34(不限)；資訊科:70(不限)；電子科:65(不限)；控制科:66(不限)；電機科:66(不限)；冷凍空調科:67(不限)；建築科:33(不限)；化工科:66(不限)；土木科(產特):32(不限)；圖文傳播科:67(不限)；電腦機械製圖科:69(不限),,769,93 (73-77),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,板金、土木為產業特殊需求類科；另有臺中高工×臺科大專班及多元工業專業科。,13個工業類科強調專業實習、技術士證照、專題製作與產學銜接；另有臺科大專班等升學路徑。,可搭33至臺中高工(高工路)；亦可搭臺鐵／捷運至大慶站，再轉公車或步行約15至20分鐘。,,https://www.tcivs.tc.edu.tw；https://tcivs.tc.edu.tw/p/404-1081-465249.php；https://tcivs.tc.edu.tw/p/404-1081-487421.php；https://citybus-free.taichung.gov.tw/driving-map?goback=2&route=33；https://citybus-free.taichung.gov.tw/,
86,193C04,臺中市立臺中家事商業高級中等學校進修部,公立,中投區免試入學進修部,技高,不限,臺中市,東區,臺中市東區和平街50號,https://www.tchcvs.tc.edu.tw,04-22223307#703、713,商業經營科(夜間班):34(不限)；國際貿易科(夜間班):34(不限)；資料處理科(夜間班):34(不限),,102,,,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,流行服飾科辦理特色招生，另有商管、應英、幼保等專業類科；實際招生科班依年度簡章。,商管、外語、幼保與服飾設計專業並行；重視實習、技能檢定、專題、產學合作，流行服飾強化設計製作與染織。,臺中車站步行約5至10分鐘；也可搭285至臺中家商站，或搭多線公車至臺中車站後步行。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://www.tchcvs.tc.edu.tw；https://tchcvs.tc.edu.tw/var/file/87/1087/img/1693/562532240.pdf；https://citybus-free.taichung.gov.tw/driving-map?route=285；https://citybus-free.taichung.gov.tw/,
87,193C07,臺中市立臺中工業高級中等學校進修部,公立,中投區免試入學進修部,技高,不限,臺中市,南區,臺中市南區高工路191號,https://www.tcivs.tc.edu.tw,04-22613158#6504,機械科(夜間班):22(不限)；汽車科(夜間班):22(不限)；電機科(夜間班):21(不限)；建築科(夜間班):20(不限),,85,93 (73-77),110,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,板金、土木為產業特殊需求類科；另有臺中高工×臺科大專班及多元工業專業科。,13個工業類科強調專業實習、技術士證照、專題製作與產學銜接；另有臺科大專班等升學路徑。,可搭33至臺中高工(高工路)；亦可搭臺鐵／捷運至大慶站，再轉公車或步行約15至20分鐘。 進修部晚間返程可使用上述公共運輸；請依實際下課時間核對末班車，日校學生專車不一定等同夜間班車。,,https://www.tcivs.tc.edu.tw；https://tcivs.tc.edu.tw/p/404-1081-465249.php；https://tcivs.tc.edu.tw/p/404-1081-487421.php；https://citybus-free.taichung.gov.tw/driving-map?goback=2&route=33；https://citybus-free.taichung.gov.tw/,
7,194303,臺中市立臺中第二高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,北區,臺中市北區英士路109號,https://tcssh.tc.edu.tw,04-22021521#1205,普通科:740(不限),,740,3A2B6+作文4,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,語文資優班、音樂班；其他特色學習與招生方式依當年度校方公告。,普通型高中多元選修、自主學習與學科加深加廣；語資強化語文與人社研究，音樂班重視個別術科與合奏。,校方設交通資訊頁；位於北區英士路，可搭市區公車至二中／英士路周邊站點，班次依即時資訊。,,https://tcssh.tc.edu.tw；https://tcssh.tc.edu.tw/,
5,194315,臺中市立文華高級中等學校,公立,中投區免試入學日間部,高中,不限,臺中市,西屯區,臺中市西屯區寧夏路240號,https://www.whsh.tc.edu.tw,04-23124000#214,普通科:279(男生)；普通科:369(女生),,648,4A1B7+作文4級分,113,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」；一般生實際招生名額；擷取時間：2026/8/10 16:44:26,數理資優班、語文資優班、舞蹈班；另推動國際教育與多元特色課程。,普通型高中課程結合多元選修、國際教育與自主學習；數理／語文資優強化專題研究，舞蹈班進行專業術科訓練。,校方設交通／電話信箱頁；位於寧夏路，鄰近捷運文華高中站與多線市區公車。,,https://www.whsh.tc.edu.tw；https://whsh.tc.edu.tw/p/412-1078-15338.php；https://whsh.tc.edu.tw/,
