排名,學校代碼,學校名稱,公私立,招生區,學制分類,男女校,縣市,區,地址,官網,電話,科系與名額,簡章招生名額,招生名額,分數來源備註,資優班/特色班,排序分數,課程方向,實習／專題,交通方式,通勤資訊,住宿資訊,生活資料來源,交通資料來源,住宿資料來源,Google地圖,地址資料來源,課程資料來源,實習專題資料來源
,080406,國立草屯高級商工職業學校,公立,中投區免試入學日間部,高職,不限,南投縣,草屯鎮,542015 南投縣草屯鎮新庄里20鄰芬草路二段736號,https://www.ttvs.ntct.edu.tw,049-2362082#1208、1210,機械科:60(不限);配管科(產特):29(不限);商業經營科:128(不限);會計事務科:65(不限);資料處理科:64(不限);應用英語科:31(不限),377,377,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,配管科為產業特殊需求類科;其餘商管、外語、機械科以技能、證照及專題實作為主。,,機械、配管、商業經營、會計事務、資料處理、應用英語等工業與商業技術課程。,各科以機械/配管工場實習、商業資訊實務與專題製作為主;網站未標示全校統一專題題目。,官網設交通資訊及學生專車相關資訊;首頁未標示固定公車到校班次。,學生專車站點與時間依校方公告;網站未標示其他固定通勤班次或步行時間。,"校方設有學生宿舍,官網宿舍管理要點列有住宿申請規範。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=542015%20%E5%8D%97%E6%8A%95%E7%B8%A3%E8%8D%89%E5%B1%AF%E9%8E%AE%E6%96%B0%E5%BA%84%E9%87%8C20%E9%84%B0%E8%8A%AC%E8%8D%89%E8%B7%AF%E4%BA%8C%E6%AE%B5736%E8%99%9F；學校官網：https://www.ttvs.ntct.edu.tw,https://www.ttvs.ntct.edu.tw/,https://www.ttvs.ntct.edu.tw/resource/openfid.php?id=7759,https://www.google.com/maps/search/?api=1&query=542015%20%E5%8D%97%E6%8A%95%E7%B8%A3%E8%8D%89%E5%B1%AF%E9%8E%AE%E6%96%B0%E5%BA%84%E9%87%8C20%E9%84%B0%E8%8A%AC%E8%8D%89%E8%B7%AF%E4%BA%8C%E6%AE%B5736%E8%99%9F,https://www.ttvs.ntct.edu.tw/home?cid=722,https://www.ttvs.ntct.edu.tw/,https://www.ttvs.ntct.edu.tw/
,080410,國立水里高級商工職業學校,公立,中投區免試入學日間部,綜高,不限,南投縣,水里鄉,南投縣水里鄉南湖路2號,https://www.slvs.ntct.edu.tw,049-2870666#253、254,普通科:26(不限);資訊科:30(不限);電機科:24(不限);商業經營科:29(不限);觀光事業科:28(不限);餐飲管理科:16(不限);應用日語科:27(不限),180,180,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科、體育班與多元技職科並設;特色包含山野教育、水上運動與山水美學校本課程。,,普通科與商工餐旅外語並行;校訂山水美學結合山野教育、水上運動、在地社區及國際交流。,"普通科與資訊、電機、商經、觀光、餐飲、應日等科並行;專業科依課程辦理實習/實作,網站未標示全校統一專題題目。",學校官網未標示可直接引用的固定大眾運輸到校路線或115學年度學生專車班次。,網站未標示固定通勤班次、站點或步行時間。,"校方設學生宿舍,官網有住宿管理辦法、住宿費與住宿生活規範。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E6%B0%B4%E9%87%8C%E9%84%89%E5%8D%97%E6%B9%96%E8%B7%AF2%E8%99%9F；學校官網：https://www.slvs.ntct.edu.tw,https://www.slvs.ntct.edu.tw,https://www.slvs.ntct.edu.tw/ischool/publish_page/276/?cid=13661,https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E6%B0%B4%E9%87%8C%E9%84%89%E5%8D%97%E6%B9%96%E8%B7%AF2%E8%99%9F,https://www.slvs.ntct.edu.tw,https://www.slvs.ntct.edu.tw,https://www.slvs.ntct.edu.tw/
,080B05,國立中興高級中學進修部,公立,中投區免試入學進修部,進修部,不限,南投縣,南投市,54044 南投縣南投市中興新村中學路2號,https://www.chsh.ntct.edu.tw,049-2332110#1702,商業經營科(夜間班):38(不限);資料處理科(夜間班):38(不限),76,76,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,"普通高中學術課程,搭配多元選修、彈性學習與自主學習。",網站未標示進修部全校統一專題題目;各科實習/專題以進修部課程計畫與實習處公告為準。,"校本部交通資訊:官網交通資訊列出國光客運、彰化客運/豐原客運、總達/全航與員林客運等路線,可在「中學路站」下車。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。",進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=54044%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E4%B8%AD%E8%88%88%E6%96%B0%E6%9D%91%E4%B8%AD%E5%AD%B8%E8%B7%AF2%E8%99%9F；學校官網：https://www.chsh.ntct.edu.tw,https://www.chsh.ntct.edu.tw/ischool/publish_page/0/?cid=1256,https://www.chsh.ntct.edu.tw,https://www.google.com/maps/search/?api=1&query=54044%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E4%B8%AD%E8%88%88%E6%96%B0%E6%9D%91%E4%B8%AD%E5%AD%B8%E8%B7%AF2%E8%99%9F,https://www.chsh.ntct.edu.tw/ischool/publish_page/0/?cid=1256,https://www.chsh.ntct.edu.tw/,https://www.chsh.ntct.edu.tw/
,080B07,國立竹山高級中學進修部,公立,中投區免試入學進修部,進修部,不限,南投縣,竹山鎮,557002 南投縣竹山鎮枋坪巷1-3號,https://www.cshs.ntct.edu.tw,049-2643344#141,資料處理科(夜間班):14(不限),14,14,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,綜合高中與商業經營、國際貿易、資料處理、廣告設計、多媒體設計等商管、資訊與設計方向。,"商管/設計科別以專業實習與專題製作為主;綜合高中依學程安排,網站未標示全校統一專題題目。",校本部交通資訊:官網115學年度公告學生交通專車時刻與搭乘名冊;官網首頁未標示固定公車到校路線。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=557002%20%E5%8D%97%E6%8A%95%E7%B8%A3%E7%AB%B9%E5%B1%B1%E9%8E%AE%E6%9E%8B%E5%9D%AA%E5%B7%B71-3%E8%99%9F；學校官網：https://www.cshs.ntct.edu.tw,https://www.cshs.ntct.edu.tw/,https://www.cshs.ntct.edu.tw,https://www.google.com/maps/search/?api=1&query=557002%20%E5%8D%97%E6%8A%95%E7%B8%A3%E7%AB%B9%E5%B1%B1%E9%8E%AE%E6%9E%8B%E5%9D%AA%E5%B7%B71-3%E8%99%9F,https://www.cshs.ntct.edu.tw/,https://www.cshs.ntct.edu.tw/,https://www.cshs.ntct.edu.tw/
,080B08,國立暨南國際大學附屬高級中學進修部,公立,中投區免試入學進修部,進修部,不限,南投縣,埔里鎮,南投縣埔里鎮鐵山路1-6號,https://www.pshs.ntct.edu.tw,049-2913483#711,商業經營科(夜間班):18(不限);資料處理科(夜間班):18(不限),36,36,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,"依官網招生科別與課程計畫,課程方向包含商業經營科;專業科目與校訂課程依各科課程計畫辦理。",綜合高中與商管群依學程辦理專業實習、商業實務與專題;網站未標示全校統一專題題目。,校本部交通資訊:校方115學年度新生資訊明確提供學生專車;固定路線與站點依校方專車公告。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E5%9F%94%E9%87%8C%E9%8E%AE%E9%90%B5%E5%B1%B1%E8%B7%AF1-6%E8%99%9F；學校官網：https://www.pshs.ntct.edu.tw,https://www.pshs.ntct.edu.tw/ischool/publish_page/417/?cid=8354,https://www.pshs.ntct.edu.tw,https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E5%9F%94%E9%87%8C%E9%8E%AE%E9%90%B5%E5%B1%B1%E8%B7%AF1-6%E8%99%9F,https://www.pshs.ntct.edu.tw,https://www.pshs.ntct.edu.tw,https://www.pshs.ntct.edu.tw/
,080C04,國立南投高級商業職業學校進修部,公立,中投區免試入學進修部,進修部,不限,南投縣,南投市,540 南投縣南投市三興里彰南路一段993號,https://www.pntcv.ntct.edu.tw,049-2222269#2312~2316,商業經營科(夜間班):28(不限);資料處理科(夜間班):28(不限),56,56,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,商業經營、會計事務、資料處理、廣告設計、觀光、餐飲、電子商務、應用英語等商管、數位、設計與餐旅語文方向。,各科以商業/會計/資訊/設計/觀光餐飲實務與專題製作為主;網站未標示全校統一專題題目。,校本部交通資訊:官網提供「班車路線及通車諮詢」資訊;該頁未標示固定公車班次。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=540%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E4%B8%89%E8%88%88%E9%87%8C%E5%BD%B0%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B5993%E8%99%9F；學校官網：https://www.pntcv.ntct.edu.tw,https://www.pntcv.ntct.edu.tw/home?cid=5916,https://www.pntcv.ntct.edu.tw,https://www.google.com/maps/search/?api=1&query=540%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E4%B8%89%E8%88%88%E9%87%8C%E5%BD%B0%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B5993%E8%99%9F,https://www.pntcv.ntct.edu.tw/home,https://www.pntcv.ntct.edu.tw/,https://www.pntcv.ntct.edu.tw/
,080C06,國立草屯高級商工職業學校進修部,公立,中投區免試入學進修部,進修部,不限,南投縣,草屯鎮,542015 南投縣草屯鎮新庄里20鄰芬草路二段736號,https://www.ttvs.ntct.edu.tw,049-2362082#3138、3140,機械科(夜間班):17(不限);商業經營科(夜間班):17(不限);資料處理科(夜間班):17(不限),51,51,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"進修部依當年度核定科別開班;官網未標示另設固定資優班,實際班別以進修部公告為準。",,機械、配管、商業經營、會計事務、資料處理、應用英語等工業與商業技術課程。,各科以機械/配管工場實習、商業資訊實務與專題製作為主;網站未標示全校統一專題題目。,校本部交通資訊:官網設交通資訊及學生專車相關資訊;首頁未標示固定公車到校班次。 進修部官網未標示夜間固定學生專車或夜間專用交通班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=542015%20%E5%8D%97%E6%8A%95%E7%B8%A3%E8%8D%89%E5%B1%AF%E9%8E%AE%E6%96%B0%E5%BA%84%E9%87%8C20%E9%84%B0%E8%8A%AC%E8%8D%89%E8%B7%AF%E4%BA%8C%E6%AE%B5736%E8%99%9F；學校官網：https://www.ttvs.ntct.edu.tw,https://www.ttvs.ntct.edu.tw/,https://www.ttvs.ntct.edu.tw,https://www.google.com/maps/search/?api=1&query=542015%20%E5%8D%97%E6%8A%95%E7%B8%A3%E8%8D%89%E5%B1%AF%E9%8E%AE%E6%96%B0%E5%BA%84%E9%87%8C20%E9%84%B0%E8%8A%AC%E8%8D%89%E8%B7%AF%E4%BA%8C%E6%AE%B5736%E8%99%9F,https://www.ttvs.ntct.edu.tw/home?cid=722,https://www.ttvs.ntct.edu.tw/,https://www.ttvs.ntct.edu.tw/
,080C10,國立水里高級商工職業學校進修部,公立,中投區免試入學進修部,進修部,不限,南投縣,水里鄉,南投縣水里鄉南湖路2號,https://www.slvs.ntct.edu.tw,049-2870666#350,餐飲管理科(夜間班):20(不限),20,20,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,普通科、體育班與多元技職科並設;特色包含山野教育、水上運動與山水美學校本課程。,,普通科與商工餐旅外語並行;校訂山水美學結合山野教育、水上運動、在地社區及國際交流。,"普通科與資訊、電機、商經、觀光、餐飲、應日等科並行;專業科依課程辦理實習/實作,網站未標示全校統一專題題目。",進修部官網未標示夜間固定學生專車或夜間專用大眾運輸班次。,進修部官網未標示夜間固定學生專車、放學後公共運輸班次或固定通勤時間;不可將日間部學生專車視為進修部可搭乘。,進修部官網未標示進修部學生住宿申請資格。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E6%B0%B4%E9%87%8C%E9%84%89%E5%8D%97%E6%B9%96%E8%B7%AF2%E8%99%9F；學校官網：https://www.slvs.ntct.edu.tw,https://www.slvs.ntct.edu.tw,https://www.slvs.ntct.edu.tw,https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E6%8A%95%E7%B8%A3%E6%B0%B4%E9%87%8C%E9%84%89%E5%8D%97%E6%B9%96%E8%B7%AF2%E8%99%9F,https://www.slvs.ntct.edu.tw,https://www.slvs.ntct.edu.tw,https://www.slvs.ntct.edu.tw/
,081311,南投縣私立五育高級中學,私立,中投區免試入學日間部,高職,不限,南投縣,南投市,540 南投縣南投市樂利路200號,https://www.wu-yu.ntct.edu.tw,049-2246346#204,美容科:34(不限);照顧服務科(產特):31(不限);多媒體動畫科:34(不限),99,99,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"照顧服務科為產特,另有就業導向/建教合作及醫護人才培育等課程方案。",,美容、照顧服務、多媒體動畫等生活服務、照護與數位創作技術課程。,"照顧服務科與醫療機構有合作銜接;各科以美容、照護與多媒體專業實習/實作為主,網站未標示全校統一專題題目。",官網新生/校車頁提供學生校車資訊;路線、站點與時間依校方當學年度公告。,學生校車依校方當學年度路線表;網站未標示其他固定通勤班次。,校方設有學生宿舍管理規範;住宿申請與費用依當學年度公告。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=540%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E6%A8%82%E5%88%A9%E8%B7%AF200%E8%99%9F；學校官網：https://www.wu-yu.ntct.edu.tw,https://www.wu-yu.ntct.edu.tw/zh-hant/freshman/schoolbus,https://www.wu-yu.ntct.edu.tw/zh-hant/node/195,https://www.google.com/maps/search/?api=1&query=540%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%8D%97%E6%8A%95%E5%B8%82%E6%A8%82%E5%88%A9%E8%B7%AF200%E8%99%9F,https://www.wu-yu.ntct.edu.tw/,https://www.wu-yu.ntct.edu.tw/,https://www.wu-yu.ntct.edu.tw/
,081312,南投縣私立三育高級中學,私立,中投區免試入學日間部,綜高,不限,南投縣,魚池鄉,555 南投縣魚池鄉魚池村瓊文巷39號,https://www.taa.ntct.edu.tw,049-2897212#112、114,普通科:35(不限);照顧服務科(產特):41(不限),76,76,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,美語學程、音樂學程;照顧服務科為產業特殊需求類科。,,"普通科加強ESL聽說讀寫、分組小班與國際交流;音樂學程含樂器個別課、合奏、樂理,照服科銜接證照與升學。","普通科不設固定職業實習;照顧服務科依課程辦理照護專業實習與實作,網站未標示全校統一專題題目。",學校官網未標示固定大眾運輸到校班次或固定學生專車站點。,網站未標示固定通勤班次、站點或步行時間。,校方設學生宿舍;住宿申請與管理依學務處公告。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=555%20%E5%8D%97%E6%8A%95%E7%B8%A3%E9%AD%9A%E6%B1%A0%E9%84%89%E9%AD%9A%E6%B1%A0%E6%9D%91%E7%93%8A%E6%96%87%E5%B7%B739%E8%99%9F；學校官網：https://www.taa.ntct.edu.tw,https://www.taa.ntct.edu.tw/,https://www.taa.ntct.edu.tw/ischool/publish_page/21,https://www.google.com/maps/search/?api=1&query=555%20%E5%8D%97%E6%8A%95%E7%B8%A3%E9%AD%9A%E6%B1%A0%E9%84%89%E9%AD%9A%E6%B1%A0%E6%9D%91%E7%93%8A%E6%96%87%E5%B7%B739%E8%99%9F,https://www.taa.ntct.edu.tw/,https://www.taa.ntct.edu.tw,https://www.taa.ntct.edu.tw/
,081313,南投縣私立弘明實驗高級中等學校,私立,中投區免試入學日間部,高中,不限,南投縣,名間鄉,551 南投縣名間鄉東湖村大老巷102號,http://www.holdmean.org.tw,049-2731799#714,普通科:33(不限),33,33,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,"實驗教育普通科;校方官網本次無法穩定讀取,未將未核實班名寫入,實際實驗課程依校方最新公告。",,"普通高中課程,官網可見115學年度高中部課程計畫,並具人文經典阅读與品格教育特色。",不設固定職業實習;網站未標示全校統一專題內容。,官網提供交通路線圖與交通車資訊入口;首頁未列固定站點、班次或公車路線。,網站未標示固定通勤班次或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=551%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%90%8D%E9%96%93%E9%84%89%E6%9D%B1%E6%B9%96%E6%9D%91%E5%A4%A7%E8%80%81%E5%B7%B7102%E8%99%9F；學校官網：http://www.holdmean.org.tw,https://sites.google.com/hmhs.ntct.edu.tw/web2025,https://sites.google.com/hmhs.ntct.edu.tw/web2025,https://www.google.com/maps/search/?api=1&query=551%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%90%8D%E9%96%93%E9%84%89%E6%9D%B1%E6%B9%96%E6%9D%91%E5%A4%A7%E8%80%81%E5%B7%B7102%E8%99%9F,https://sites.google.com/hmhs.ntct.edu.tw/web2025,https://sites.google.com/hmhs.ntct.edu.tw/web2025,https://sites.google.com/hmhs.ntct.edu.tw/web2025
,081314,南投縣私立普台高級中學,私立,中投區免試入學日間部,高中,不限,南投縣,埔里鎮,54544 南投縣埔里鎮中台路5號,https://www.ptsh.ntct.edu.tw,049-2932899#11222 11224,普通科:181(不限),181,181,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,住宿型學校;以國學、書法、靜心、四語教學、音樂與通識活動為特色。,,"普通高中學科外,融入國學、書法、靜心、四語教學、音樂、通識講座與藝文活動,採住宿型整體學習。","不設固定職業實習;以高中探究實作、特色課程、藝文與學習成果為主,網站未標示全校統一專題題目。",官網交通指南提供自駕到校路線;住宿生返家與收假依校方交通車信函與站點安排。,住宿生返家/收假交通車依校方當次公告;網站未標示一般日常固定公車到校班次。,"住宿型學校,設住宿處與學生住宿生活管理;實際住宿規定依校方公告。",Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=54544%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%9F%94%E9%87%8C%E9%8E%AE%E4%B8%AD%E5%8F%B0%E8%B7%AF5%E8%99%9F；學校官網：https://www.ptsh.ntct.edu.tw,https://www.ptsh.ntct.edu.tw/ptsh/administrative13-2.php,https://www.ptsh.ntct.edu.tw/ptsh/administrative5-2.php,https://www.google.com/maps/search/?api=1&query=54544%20%E5%8D%97%E6%8A%95%E7%B8%A3%E5%9F%94%E9%87%8C%E9%8E%AE%E4%B8%AD%E5%8F%B0%E8%B7%AF5%E8%99%9F,https://www.ptsh.ntct.edu.tw/,https://www.ptsh.ntct.edu.tw,https://www.ptsh.ntct.edu.tw/
,081409,同德學校財團法人南投縣同德高級中等學校,私立,中投區免試入學日間部,綜高,不限,南投縣,草屯鎮,542 南投縣草屯鎮中正路培英巷8號,https://www.tdhs.ntct.edu.tw,049-2553109#1241,普通科:117(不限);餐飲管理科:82(不限);烘焙科:41(不限),240,240,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,國際文憑課程實驗班(IBDP候選學校資訊以官網最新狀態為準);另有普通科、餐飲與烘焙專業。,,普通科與餐飲管理、烘焙等一般學術與餐旅技術課程並行。,"餐飲/烘焙以廚藝、烘焙實習與實務技能為主;普通科不設固定職業實習,網站未標示全校統一專題題目。",官網學生專車專區公布學生專車路線與站別;官網未標示固定公車到校班次。,學生專車通勤依校方最新路線與站別公告;網站未標示其他固定通勤班次。,校方明確設有學生宿舍並公告住宿申請與管理資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=542%20%E5%8D%97%E6%8A%95%E7%B8%A3%E8%8D%89%E5%B1%AF%E9%8E%AE%E4%B8%AD%E6%AD%A3%E8%B7%AF%E5%9F%B9%E8%8B%B1%E5%B7%B78%E8%99%9F；學校官網：https://www.tdhs.ntct.edu.tw,https://www.tdvs.ntct.edu.tw/list/209,https://www.tdvs.ntct.edu.tw/list/30/4915,https://www.google.com/maps/search/?api=1&query=542%20%E5%8D%97%E6%8A%95%E7%B8%A3%E8%8D%89%E5%B1%AF%E9%8E%AE%E4%B8%AD%E6%AD%A3%E8%B7%AF%E5%9F%B9%E8%8B%B1%E5%B7%B78%E8%99%9F,https://www.tdvs.ntct.edu.tw/,https://www.tdvs.ntct.edu.tw/,https://www.tdvs.ntct.edu.tw/
,084309,南投縣立旭光高級中學,公立,中投區免試入學日間部,高中,不限,南投縣,草屯鎮,542 南投縣草屯鎮中正路568-23號,https://skjhs.ntct.edu.tw,049-2563472#211,普通科:152(不限),152,152,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,設數理語文班與體育班;班別招生依年度簡章。,,"普通高中學術課程,搭配高中年度課程計畫、多元選修與彈性/自主學習。",不設固定職業實習;網站未標示全校統一專題內容。,學校官網未標示具體大眾運輸路線或固定學生專車班次。,網站未標示固定通勤班次或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=542%20%E5%8D%97%E6%8A%95%E7%B8%A3%E8%8D%89%E5%B1%AF%E9%8E%AE%E4%B8%AD%E6%AD%A3%E8%B7%AF568-23%E8%99%9F；學校官網：https://skjhs.ntct.edu.tw,https://ischool.skjhs.ntct.edu.tw/,https://ischool.skjhs.ntct.edu.tw/,https://www.google.com/maps/search/?api=1&query=542%20%E5%8D%97%E6%8A%95%E7%B8%A3%E8%8D%89%E5%B1%AF%E9%8E%AE%E4%B8%AD%E6%AD%A3%E8%B7%AF568-23%E8%99%9F,https://ischool.skjhs.ntct.edu.tw/,https://ischool.skjhs.ntct.edu.tw/,https://ischool.skjhs.ntct.edu.tw/
,091318,義峰學校財團法人雲林縣義峰高級中學,私立,中投區免試入學日間部,高職,不限,雲林縣,林內鄉,643 雲林縣林內鄉烏麻村長源201號,http://www.yfsh.ylc.edu.tw,05-5800099#521、523,餐飲管理科:3(不限);照顧服務科(產特):3(不限);多媒體動畫科:3(不限),9,9,115學年度中投區高級中等學校免試入學委員會「招生名額查詢」;一般生實際招生名額;擷取時間:2026/8/10 16:44:26,照顧服務科為產特;另以餐飲、多媒體動畫等專業實作為特色。,,餐飲管理、照顧服務、多媒體動畫等餐旅、照護與數位創作技術課程;官網課程計畫另可見照顧服務建教合作與實用技能課程。,"照顧服務科可見建教合作;餐飲與多媒體等科以專業實習/實作為主,網站未標示全校統一專題題目。",學校官網未標示具體大眾運輸路線或115學年度固定學生專車班次。,網站未標示固定通勤班次或步行時間。,學校官網未標示115學年度校內學生宿舍申請資訊。,Google Maps（校園周邊餐飲、便利商店、醫療、車站／站牌）：https://www.google.com/maps/search/?api=1&query=643%20%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%9E%97%E5%85%A7%E9%84%89%E7%83%8F%E9%BA%BB%E6%9D%91%E9%95%B7%E6%BA%90201%E8%99%9F；學校官網：http://www.yfsh.ylc.edu.tw,https://www.yfsh.ylc.edu.tw/,https://www.yfsh.ylc.edu.tw/,https://www.google.com/maps/search/?api=1&query=643%20%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%9E%97%E5%85%A7%E9%84%89%E7%83%8F%E9%BA%BB%E6%9D%91%E9%95%B7%E6%BA%90201%E8%99%9F,https://www.yfsh.ylc.edu.tw/ischool/publish_page/0/?cid=132,https://www.yfsh.ylc.edu.tw/ischool/publish_page/0/?cid=40,https://www.yfsh.ylc.edu.tw/ischool/publish_page/0/?cid=40
